Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
hello am i on my own in the twitterverse,0,1,0.9194357441572449,0.9194357441572449,False,Negative,Positive,Uncoded
the people who help poor people oh i miss that lol,1,0,0.03716823430935591,0.9628317656906441,False,Positive,Negative,Uncoded
singing at graduation mass missing all my classes on a mision to find waterproof mascara for tonight cause i'll def cry at graduation,1,0,0.0976241859074621,0.9023758140925379,False,Positive,Negative,Uncoded
thanks i am,0,1,0.9659783243026476,0.9659783243026476,False,Negative,Positive,Uncoded
sorry everyone all them things following me anoys me im sorry,1,0,0.054615983847647556,0.9453840161523525,False,Positive,Negative,Uncoded
goodnight,0,1,0.9824142543666886,0.9824142543666886,False,Negative,Positive,Uncoded
quiet day in heidelberg nice to catch up on some stuff and just hang out so sad about leaving tuesday,1,0,0.09472711522476995,0.90527288477523,False,Positive,Negative,Uncoded
i can't believe i stayed away from twitter for more than 24 hours yesterday was crap last day of english,1,0,0.07336802958756915,0.9266319704124308,False,Positive,Negative,Uncoded
so bored wanna eat pringles chips but i not allowed to open the package i can go to the supermarket and buy another package,1,0,0.019824351418885815,0.9801756485811142,False,Positive,Negative,Uncoded
good morning sis have a nice smoke bleah,0,1,0.9461792412511713,0.9461792412511713,False,Negative,Positive,Uncoded
confessionz i hate sleepn alone i miss my spooonnneeerr tear,1,0,5.546831045921749e-05,0.9999445316895408,False,Positive,Negative,Uncoded
oh my god but i'm sad i will write with kellan x3,1,0,0.09438366894066612,0.9056163310593339,False,Positive,Negative,Uncoded
sadly i have to work tomorrow ok pops arm back into socket all it is,1,0,0.008153543736729727,0.9918464562632703,False,Positive,Negative,Uncoded
aww i'll probably be asleep at midnight so i'll just say it now lol happy 5th band birthday yous are amazing,0,1,0.9021509178175607,0.9021509178175607,False,Negative,Positive,Uncoded
thanks so much ladies ugggggh lt 3,0,1,0.9860615523779318,0.9860615523779318,False,Negative,Positive,Uncoded
thanks ben,0,1,0.9382317760540152,0.9382317760540152,False,Negative,Positive,Uncoded
today has been slow not much going on not yet anyways and i have slept way too much today,1,0,0.07136010259560024,0.9286398974043998,False,Positive,Negative,Uncoded
so somehow i've been drinking since 2pm and i'm not drunk good time with singing and playing then hanging with my temp bachelor friend,0,1,0.9030673180141946,0.9030673180141946,False,Negative,Positive,Uncoded
tripadvisor one of those perfect tools for the competition to abuse,0,1,0.9010256945724275,0.9010256945724275,False,Negative,Positive,Uncoded
i really wanna go lol but i cant i begged like crazy but it really didnt work lol but your still the best love ya,1,0,0.08289121065502295,0.9171087893449771,False,Positive,Negative,Uncoded
why whats wrong my dad said i can go and see jb if they ever come to plymouth bournemouth or bristol,1,0,0.0723321036375658,0.9276678963624342,False,Positive,Negative,Uncoded
no no i'm not just wanted suggestions see if its suitable or not and i know exactly your answer look at nad's new colour,0,1,0.9443680878413773,0.9443680878413773,False,Negative,Positive,Uncoded
lol i'm a scummy cowdem nice name btw,0,1,0.9850036708088645,0.9850036708088645,False,Negative,Positive,Uncoded
i am very observant no flies on me,1,0,0.08180750451010092,0.9181924954898991,False,Positive,Negative,Uncoded
i dont have a hangover i just got a rooly rooly rooly sore head think its going to take me until vegas to recover,1,0,0.03583859958752195,0.964161400412478,False,Positive,Negative,Uncoded
yeah how are you this morning,0,1,0.9035364312273734,0.9035364312273734,False,Negative,Positive,Uncoded
oh fine you know 'headlines' is great really rudeness,0,1,0.9205775696761582,0.9205775696761582,False,Negative,Positive,Uncoded
work eat come home,1,0,0.06050101751529546,0.9394989824847045,False,Positive,Negative,Uncoded
so unfair all the rest of us has to wait,1,0,0.008363615385111456,0.9916363846148886,False,Positive,Negative,Uncoded
dude that is my favorite sandwich place ever ummm did you take pictures,0,1,0.9268297021070726,0.9268297021070726,False,Negative,Positive,Uncoded
twitter is going to be down friday 8pm o i was pretty upset for like a 2nd but then i couldnt belive how upset i got and revcovered,1,0,0.015193056930265092,0.9848069430697349,False,Positive,Negative,Uncoded
you know what i hate stupid people no one i know on twitter someone i know,1,0,0.08457368507303968,0.9154263149269604,False,Positive,Negative,Uncoded
waiting for work to be over,1,0,0.039758588883303886,0.9602414111166961,False,Positive,Negative,Uncoded
too bad he didn't have a mini dvi to vga adapter he could have used his macbook,1,0,0.03950019962800323,0.9604998003719968,False,Positive,Negative,Uncoded
hahahahahahahah love it will buy one for myself erm when i sell summat,0,1,0.9657782463675237,0.9657782463675237,False,Negative,Positive,Uncoded
why are yoou still up i can't sleep xd,1,0,0.07219259884503249,0.9278074011549675,False,Positive,Negative,Uncoded
continue going to do on you blahh i tried your awesome taylor,0,1,0.9182227940576434,0.9182227940576434,False,Negative,Positive,Uncoded
its good imma make a class for your kind like that show on vh1 you my number one contestant k,0,1,0.9118351889816664,0.9118351889816664,False,Negative,Positive,Uncoded
i cant quite make rice i always get it wrong too soggy or burnt i'll try again today,1,0,0.04426094230071013,0.9557390576992899,False,Positive,Negative,Uncoded
a i remember when my son wanted 2 give me a high 5 instead of a kiss i was crushed but he's grw'n up expect it,1,0,0.07956545421023835,0.9204345457897617,False,Positive,Negative,Uncoded
oh no damn trck ball mine just stopped a few days ago now its works the machine minds of their own but i am the matrix,1,0,0.08918481526079076,0.9108151847392092,False,Positive,Negative,Uncoded
it's needing you still bummed you're gone tell rahhell hey for me how's home,1,0,0.09320663291082014,0.9067933670891799,False,Positive,Negative,Uncoded
lol that does sound better and beautiful lol well i am off to bed now 5am workout have a good night and i shall ttyl tm,0,1,0.9848168797204193,0.9848168797204193,False,Negative,Positive,Uncoded
momy i love you,0,1,0.9370865056751565,0.9370865056751565,False,Negative,Positive,Uncoded
you're a really good role model and of course you are beautiful loveu,0,1,0.9903116307869722,0.9903116307869722,False,Negative,Positive,Uncoded
i named it quot puppy quot jsut to be cool ahh dear puppy the gold fish i hope fishy heaven is nice,0,1,0.9737904702314444,0.9737904702314444,False,Negative,Positive,Uncoded
hi mariana this is luna from the fanfic site just thought i'd say hi girlie i usually follow and comment never tweet,0,1,0.9446954138049263,0.9446954138049263,False,Negative,Positive,Uncoded
wow justin you're the besth i love you realy i like so much how you dance please follow me,0,1,0.9266458994332764,0.9266458994332764,False,Negative,Positive,Uncoded
twitter is a sad sad network as facebook is etc alienate even more look i'm laughing not,1,0,0.018273912792609863,0.9817260872073902,False,Positive,Negative,Uncoded
what the buck why did you get a new twitter misss you 2 more days,1,0,0.06045327764880025,0.9395467223511997,False,Positive,Negative,Uncoded
you would be surprised at delhi compare most of those who take breakfast from pantry take maggi noodles,0,1,0.9200662331495149,0.9200662331495149,False,Negative,Positive,Uncoded
ok my phone is dying so might not be able to tweet anymore going to give tuition now so can't charge phone tweet y'all tonight xx,1,0,0.07333132980324426,0.9266686701967557,False,Positive,Negative,Uncoded
oh no please matt save it,1,0,0.09774599670407276,0.9022540032959272,False,Positive,Negative,Uncoded
nearing end of my last shift before leave starts made the mistake of declaring it all quiet multiple servers failed lol,1,0,0.026678648548001754,0.9733213514519983,False,Positive,Negative,Uncoded
you're welcome and thank you btw i didn't realize it was a 12 week tour too long sis too long but make the most of it,0,1,0.9029436016644705,0.9029436016644705,False,Negative,Positive,Uncoded
lol haha i got it from souljaboy does that make me stalkerish,0,1,0.9235953243131595,0.9235953243131595,False,Negative,Positive,Uncoded
red lights are so not cool when you're going 80 however grossly speeding past three cops on 22 is,1,0,0.07830506152828771,0.9216949384717122,False,Positive,Negative,Uncoded
what better way to spend sunday morning than by getting your head around john dewey's educational philosophy,0,1,0.9038365281981857,0.9038365281981857,False,Negative,Positive,Uncoded
im the only one in my family who has had an appetite through this sickness oh well at least i'm not losing weight,1,0,0.07322748694241513,0.9267725130575849,False,Positive,Negative,Uncoded
no wrinkles no skin cancer no looking like a leather wallet when you're older tanning sucks,1,0,0.03242291673431024,0.9675770832656898,False,Positive,Negative,Uncoded
hi i want to be followed on here by you too can you follow me pretty please with a 4 course meal on top,0,1,0.9073934384087788,0.9073934384087788,False,Negative,Positive,Uncoded
ughhh i don't want to clean my garage eating cereal right now cooooooookie crisp mmmmm soo much funner then garage cleaning,1,0,0.09462412885058327,0.9053758711494168,False,Positive,Negative,Uncoded
why do i procrastinate so much oh well only one week left,1,0,0.060363618368175234,0.9396363816318247,False,Positive,Negative,Uncoded
i wanted to kill myself during manos,1,0,0.09343695805507042,0.9065630419449295,False,Positive,Negative,Uncoded
between 1999 amp 2001 two companies i worked with tried to get that contract and they said they'd never get a website 10 years resistance,1,0,0.09064225973200431,0.9093577402679957,False,Positive,Negative,Uncoded
just fyi if you use q or your provider uses qwest they're hammered your commitment times may be 24 hours out,0,1,0.9336950976939761,0.9336950976939761,False,Negative,Positive,Uncoded
heh worked better the first time this time it's a dead pic,0,1,0.9115577836580723,0.9115577836580723,False,Negative,Positive,Uncoded
omg i'm so tireeed sleepytimez me thinks angels amp demons was awesome btw d laterr xx,0,1,0.929519272772531,0.929519272772531,False,Negative,Positive,Uncoded
lovely site yours how did you make your tamplete i can't get this thing,0,1,0.9041228219993757,0.9041228219993757,False,Negative,Positive,Uncoded
why do you need a printer so bad its not like your studying cian lol,1,0,0.0325346996277146,0.9674653003722854,False,Positive,Negative,Uncoded
goodnight,0,1,0.9824142543666886,0.9824142543666886,False,Negative,Positive,Uncoded
i kno i like him the best i had a mini crush on him shhhhh though hahaha,0,1,0.9019128813534166,0.9019128813534166,False,Negative,Positive,Uncoded
me want sushi me want halo halo me want my tummy to suck it all in please,1,0,0.06848310042363456,0.9315168995763654,False,Positive,Negative,Uncoded
i agree with you in that phrasee,0,1,0.9368739613876624,0.9368739613876624,False,Negative,Positive,Uncoded
just one spoiler it's completely fucking useless sorry to ruin it,1,0,0.016567177039110897,0.9834328229608891,False,Positive,Negative,Uncoded
trying to study for chemistry too hungry thoughh anyone want to go to subway for lunch paolo's album has summery vibesssssssss,1,0,0.08260768852850052,0.9173923114714995,False,Positive,Negative,Uncoded
oh that sucks do you have insurance on it,1,0,0.06571043030211136,0.9342895696978887,False,Positive,Negative,Uncoded
uhm we have swimming tomorrow so we'll swim 3 5 miles in the pool,0,1,0.9151843531444932,0.9151843531444932,False,Negative,Positive,Uncoded
aw lucky i don't have a car here so i have to carry my groceries in the rain it did stop long enough to get them though,1,0,0.04356901812392577,0.9564309818760742,False,Positive,Negative,Uncoded
yeah i finally figured that out once i called around and got the word that's dumb,0,1,0.9309018241457654,0.9309018241457654,False,Negative,Positive,Uncoded
no unfortunately its not i got it from doing search on yahoo images,1,0,0.03840694091042804,0.9615930590895719,False,Positive,Negative,Uncoded
i have a cat sleeping on my face damn huckleberri,1,0,0.09771052533344034,0.9022894746665596,False,Positive,Negative,Uncoded
i hate season finales they are so mean goodnight,1,0,0.04714129322842271,0.9528587067715772,False,Positive,Negative,Uncoded
